#chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_FCNT1	methylation_level_FCNT2	methylation_level_FCNT3	methylation_level_FTNT1	methylation_level_FTNT2	methylation_level_FTNT3
1	119745	119745	1	FCNT2		0.0	0.8333333333333334	0.0	NA	0.0	1.0
1	265619	265619	1	FCNT1	FTNT3	1.0	0.25	0.0	0.0	1.0	0.0
1	636266	636266	1	FCNT3		0.0	0.0	0.9166666666666666	0.0	0.0	0.0
1	673517	673517	1	FCNT3	FCNT1	0.0	1.0	1.0	0.8333333333333334	0.4	0.16666666666666666
1	710851	710851	1	FCNT2		0.4	1.0	0.0	0.0	NA	0.0
1	740817	740817	1	FCNT1	FCNT3	1.0	0.6666666666666666	0.0	1.0	0.0	1.0
1	823983	823983	1	FCNT2		0.0	1.0	0.2857142857142857	0.0	0.3333333333333333	1.0
1	858945	858945	1	FTNT3		0.0	0.0	0.0	0.0	0.0	1.0
1	977675	977675	1	FCNT2		0.0	0.875	0.0	1.0	0.0	0.0
1	1002054	1002054	1	FCNT3		1.0	0.0	1.0	0.2	0.0	0.0
1	1004556	1004556	1	FCNT2		0.3333333333333333	1.0	0.25	0.0	NA	0.0
1	1107467	1107467	1	FCNT3	FTNT1	0.25	0.2	1.0	0.0	1.0	0.6666666666666666
1	1201136	1201136	1	FTNT2		0.0	0.0	0.0	0.0	1.0	0.0
1	1627782	1627782	1	FTNT1		0.0	1.0	0.0	1.0	0.0	0.3333333333333333
1	2105093	2105093	1	FTNT3		1.0	0.0	0.0	0.0	0.0	1.0
1	2459478	2459697	2	FCNT1,FTNT2	FCNT2	0.9166666666666666	0.15	0.3333333333333333	0.2	0.9	0.4444444444444444
1	2723493	2723493	1	FCNT2		0.0	1.0	0.0	0.0	0.3333333333333333	0.0
1	2821835	2821835	1	FCNT1		1.0	0.0	0.0	0.0	0.0	0.0
1	2904833	2904833	1	FTNT2		NA	NA	0.0	0.0	1.0	0.0
1	2987388	2987388	1	FTNT1,FTNT2		0.16666666666666666	0.0	0.0	1.0	0.8333333333333334	0.0
1	3079037	3079037	1	FCNT1	FTNT2	0.8888888888888888	NA	0.0	0.3333333333333333	0.0	1.0
1	3080434	3080434	1	FCNT1		1.0	0.0	0.2	0.0	0.5	0.5
1	3294493	3294493	1	FCNT2		0.0	0.8181818181818182	0.0	0.0	0.2	1.0
1	3347073	3347073	1	FTNT3		0.0	0.0	0.0	0.0	0.0	0.8571428571428571
1	3548306	3548306	1	FTNT1		1.0	0.0	NA	0.8333333333333334	0.0	0.0
1	3883511	3883511	1	FCNT2		1.0	1.0	0.0	0.0	0.16666666666666666	0.0
1	4073300	4073300	1	FTNT3		0.0	0.0	0.0	0.0	0.0	1.0
