#chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_MCNT1	methylation_level_MCNT2	methylation_level_MCNT3	methylation_level_MTNT1	methylation_level_MTNT2	methylation_level_MTNT3
1	217444	217444	1	MCNT1		1.0	0.3333333333333333	0.0	0.0	0.0	0.0
1	246993	246993	1	MCNT3	MTNT2	0.5	1.0	1.0	0.4444444444444444	0.0	0.6666666666666666
1	255105	255105	1	MCNT1		1.0	0.0	0.5	0.3333333333333333	0.0	0.0
1	270598	270598	1	MCNT1	MCNT3	1.0	1.0	0.0	0.0	1.0	0.0
1	333731	333731	1	MTNT3		0.0	0.0	0.0	0.0	0.0	1.0
1	385162	385162	1	MCNT3		0.2	0.5	1.0	0.25	0.3333333333333333	0.0
1	412436	412436	1	MTNT3		0.0	0.0	0.0	0.0	0.0	1.0
1	464090	464090	1	MCNT3	MTNT1	1.0	0.6666666666666666	1.0	0.0	1.0	0.0
1	480590	480590	1	MCNT3	MTNT1	1.0	0.0	1.0	0.0	NA	1.0
1	539357	539357	1	MCNT3		0.0	0.0	1.0	0.0	0.0	0.0
1	575540	575540	1	MCNT3		0.0	1.0	1.0	0.0	0.0	0.0
1	591656	591699	2	MCNT3		0.2	0.38461538461538464	0.5	0.25	1.0	0.4
1	846118	846118	1	MTNT3		0.0	0.0	0.0	0.0	0.25	1.0
1	955705	955705	1	MCNT3		0.0	NA	1.0	0.0	0.0	NA
1	978464	978464	1	MTNT3		0.0	0.0	0.3333333333333333	0.0	0.0	1.0
1	1075528	1075528	1	MCNT2		0.0	1.0	0.8333333333333334	0.25	0.0	0.5
1	1490820	1490820	1	MCNT2		0.0	1.0	0.25	0.0	0.5	0.0
1	1581962	1581962	1	MCNT3	MCNT1	0.0	1.0	1.0	0.5	0.25	1.0
1	2013772	2013772	1	MCNT3		0.0	0.16666666666666666	0.75	0.0	0.0	0.0
1	2033837	2033837	1	MCNT3		0.0	0.0	1.0	0.0	0.0	0.0
1	2099515	2099515	1	MTNT3	MCNT3	1.0	0.3333333333333333	0.0	0.5	0.5	1.0
1	2100851	2100851	1	MCNT1		0.8333333333333334	0.0	0.0	0.0	0.0	0.0
1	2459479	2459479	1	MCNT1		1.0	NA	0.0	0.0	0.6666666666666666	0.0
