#chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_FCH1	methylation_level_FCH2	methylation_level_FCH3	methylation_level_FTH1	methylation_level_FTH2	methylation_level_FTH3
1	235459	235459	1	FCH2		0.0	0.6363636363636364	0.0	0.0	0.0	0.0
1	257575	257575	1	FTH2		0.0	0.0	0.0	0.0	1.0	0.0
1	415945	415945	1	FTH1		0.2	0.75	0.3333333333333333	0.875	0.25	0.0
1	484433	484433	1	FTH2,FTH3		0.0	0.0	0.0	0.0	1.0	1.0
1	561810	561810	1	FCH1		1.0	0.0	0.5	0.0	0.0	0.0
1	673067	673067	1	FTH2		0.0	0.0	0.0	0.0	1.0	0.6666666666666666
1	729575	729575	1	FCH2		0.5	1.0	0.25	0.0	0.0	0.0
1	779757	779757	1	FCH3		0.0	0.5	1.0	0.0	0.0	0.0
1	827356	827356	1	FTH1		0.0	0.0	0.25	1.0	0.0	0.0
1	928836	928836	1	FTH1		0.0	0.0	1.0	1.0	0.0	0.0
1	1010154	1010154	1	FCH2		0.0	1.0	0.0	0.0	0.0	0.0
1	1224506	1224506	1	FTH2,FTH3		0.0	0.0	0.0	0.0	1.0	1.0
1	1273404	1273404	1	FTH2		0.0	0.0	0.0	0.0	1.0	NA
1	1627129	1627129	1	FCH2	FTH1	0.5	1.0	0.75	0.0	1.0	0.0
1	1668676	1668676	1	FCH2		0.0	0.6	0.0	0.0	0.0	0.0
1	1817532	1817532	1	FTH1		0.0	0.25	0.0	1.0	0.0	0.0
1	1973557	1973557	1	FCH2		0.0	1.0	0.0	1.0	0.0	0.0
1	2294501	2294501	1	FTH1		0.3333333333333333	0.0	0.0	1.0	NA	0.0
1	2402151	2402151	1	FTH2		0.5	0.5	0.0	0.0	1.0	1.0
1	2405191	2405191	1	FTH1		0.0	0.2	1.0	1.0	0.0	0.0
1	2490057	2490057	1	FTH2,FTH3		0.0	0.2	0.0	0.0	1.0	1.0
1	2819190	2819190	1	FTH2		0.0	0.0	0.0	0.0	1.0	0.0
1	2978505	2978505	1	FTH2		0.0	0.0	0.5	0.0	1.0	1.0
1	3104268	3104268	1	FTH1		0.0	1.0	0.3333333333333333	1.0	0.0	0.0
1	3169928	3169928	1	FTH3		0.0	0.0	0.0	0.0	0.0	1.0
1	3553541	3553541	1	FTH1		0.0	0.0	0.0	0.8571428571428571	0.0	0.0
1	3707238	3707238	1	FTH2	FTH1	1.0	0.5	0.3333333333333333	0.0	1.0	1.0
1	3851388	3851388	1	FCH2		0.0	1.0	0.0	0.5	0.0	0.0
1	4410156	4410156	1	FCH3		0.3333333333333333	0.0	1.0	0.0	0.0	0.0
1	4421670	4421670	1	FCH3		NA	0.0	0.8	0.0	0.0	0.0
1	4672935	4672935	1	FTH2		0.5	0.0	0.0	0.3333333333333333	1.0	0.0
1	4679913	4679913	1	FTH2		0.0	0.0	0.0	0.0	1.0	0.6
1	4680813	4680824	2	FTH2		0.0	0.0	0.045454545454545456	0.0	0.4864864864864865	0.043478260869565216
1	4681544	4681544	1	FTH2,FTH3		0.0	0.0	0.0	0.0	1.0	1.0
1	4853402	4853402	1	FTH2		0.3333333333333333	0.0	0.0	0.0	1.0	0.16666666666666666
1	5163836	5163836	1	FCH3		0.0	0.0	1.0	0.0	0.0	0.0
1	5164875	5164875	1	FTH1		0.0	0.0	0.0	0.875	0.0	0.0
1	5284397	5284397	1	FTH2		0.0	0.0	0.0	0.3333333333333333	1.0	0.0
1	5287346	5287346	1	FTH2		NA	0.0	0.0	0.0	1.0	0.5
1	5380004	5380004	1	FCH2		0.0	1.0	0.0	0.0	0.5	0.0
1	5644526	5644526	1	FTH3		0.0	0.25	0.0	0.0	1.0	1.0
1	5676482	5676482	1	FTH3		0.7142857142857143	0.0	0.0	0.0	0.0	1.0
1	5740991	5740991	1	FCH3		0.0	0.0	1.0	0.0	0.0	0.0
1	5783102	5783102	1	FTH1		0.0	0.0	NA	1.0	0.0	0.0
1	5822581	5822581	1	FTH3		0.0	0.0	0.0	0.0	0.0	0.75
1	5856579	5856579	1	FCH2		0.0	0.8333333333333334	1.0	0.0	0.0	0.0
1	5893136	5893136	1	FCH3		0.0	0.0	0.8	0.0	0.0	0.0
1	5903431	5903431	1	FCH3	FCH2	1.0	0.0	1.0	0.0	0.3333333333333333	0.0
1	6022021	6022021	1	FTH1		NA	0.0	0.0	1.0	0.0	0.0
1	6125839	6125839	1	FTH1	FCH3	NA	1.0	0.0	1.0	0.4	0.0
1	6385125	6385125	1	FCH3		0.0	0.0	0.8333333333333334	0.0	0.0	0.0
1	6460576	6460576	1	FCH2		0.0	1.0	0.0	0.0	0.0	0.0
1	6585407	6585407	1	FTH1		0.0	0.0	0.0	0.8333333333333334	0.0	0.0
1	6644810	6644810	1	FTH2		0.3333333333333333	0.0	0.0	0.16666666666666666	1.0	0.75
1	6679618	6679618	1	FTH2		0.0	NA	0.0	0.0	0.8571428571428571	0.0
1	6688032	6688032	1	FTH2		0.0	0.0	0.0	0.0	0.8571428571428571	0.0
1	6706873	6706873	1	FTH1		0.0	0.0	1.0	1.0	0.0	0.0
1	6737167	6737167	1	FTH1		0.0	0.0	0.0	0.75	0.0	0.0
1	6803230	6803230	1	FTH1		0.5	0.0	0.0	1.0	0.0	0.0
1	7350206	7350206	1	FTH2		1.0	0.0	0.0	0.0	1.0	1.0
1	7370153	7370153	1	FCH2		0.0	0.6153846153846154	0.0	0.0	0.0	0.0
1	7705683	7705683	1	FTH2	FCH2	0.0	0.0	NA	0.0	1.0	0.6666666666666666
1	7839201	7839201	1	FCH2		0.0	0.6363636363636364	0.0	0.0	0.0	0.0
1	7858820	7858820	1	FTH1		0.0	0.0	0.0	0.6666666666666666	0.0	0.0
1	7916741	7916741	1	FTH2		0.0	0.0	0.0	NA	1.0	1.0
1	8091795	8091795	1	FTH1		0.0	0.0	0.0	0.8333333333333334	0.0	0.0
1	8124763	8124763	1	FCH2	FTH2	1.0	1.0	0.5	0.0	0.0	0.0
1	8253771	8253771	1	FCH1		1.0	0.0	0.0	0.0	0.0	0.75
1	8629772	8629772	1	FTH2		0.0	0.0	0.0	0.0	1.0	0.4
1	8660744	8660744	1	FCH2		0.0	1.0	0.0	0.0	0.0	0.0
1	8680625	8680625	1	FTH1		NA	0.0	0.0	1.0	0.0	0.0
1	8803275	8803275	1	FCH3		0.25	0.0	1.0	0.0	0.0	0.0
1	8835312	8835312	1	FCH1		1.0	0.0	1.0	0.0	0.0	0.0
1	8881479	8881479	1	FCH1		1.0	0.25	0.25	0.0	0.0	0.3333333333333333
1	9059637	9059637	1	FCH2		0.0	1.0	0.0	0.3333333333333333	0.0	0.0
1	9143795	9143795	1	FTH2		0.0	0.0	0.0	0.0	1.0	0.3333333333333333
1	9319038	9319038	1	FCH2		0.0	1.0	0.0	0.0	0.0	0.0
1	9501826	9501826	1	FCH1		0.875	1.0	0.0	0.0	0.5	0.0
1	9513278	9513278	1	FTH1		0.0	0.0	0.0	1.0	0.5	0.0
1	9513836	9513836	1	FCH3		1.0	0.0	1.0	0.0	0.0	0.0
1	9623421	9623421	1	FTH2		0.3333333333333333	0.0	NA	0.0	1.0	NA
1	9756248	9756248	1	FTH3		0.0	0.0	0.0	0.0	0.625	1.0
1	9805222	9805222	1	FTH1		0.0	0.0	0.0	0.8333333333333334	0.0	0.0
1	9874259	9874259	1	FTH3		0.3333333333333333	0.3333333333333333	0.14285714285714285	0.5	1.0	1.0
1	9898190	9898190	1	FTH2		0.3333333333333333	0.0	0.0	0.0	1.0	1.0
1	9909180	9909180	1	FCH1		1.0	0.5	1.0	0.0	0.0	0.0
1	10093223	10093223	1	FCH2		0.0	1.0	0.0	0.5	0.2	0.75
1	10147285	10147285	1	FTH1		0.0	0.0	1.0	1.0	0.0	0.0
1	10727791	10727791	1	FTH2		0.0	0.25	0.0	0.5714285714285714	1.0	0.625
1	11113399	11113399	1	FTH1	FTH3	NA	NA	0.5	1.0	0.5	0.0
1	11246897	11246897	1	FTH1		0.0	0.0	0.0	1.0	0.0	0.0
1	11295431	11295431	1	FCH3		0.5	0.0	0.8571428571428571	0.0	0.0	0.0
1	11349636	11349636	1	FTH2		0.0	0.0	0.0	0.0	1.0	1.0
1	11462297	11462297	1	FCH2	FTH3	0.0	1.0	NA	0.0	0.5555555555555556	0.0
1	11538362	11538362	1	FTH1		0.5	0.0	0.6666666666666666	1.0	0.0	0.0
1	11612122	11612122	1	FTH2		0.0	NA	0.0	0.0	1.0	NA
1	11647590	11647590	1	FCH2		0.0	0.8333333333333334	0.0	0.0	0.0	0.0
1	11803419	11803419	1	FCH1		1.0	0.0	0.75	0.0	0.5	0.0
1	11956527	11956527	1	FTH1		1.0	0.0	0.0	0.8	0.0	0.0
1	11988413	11988413	1	FCH1		1.0	0.5	0.0	0.0	0.0	0.3333333333333333
1	12053631	12053631	1	FCH1		1.0	0.0	1.0	1.0	0.0	0.0
1	12272576	12272576	1	FCH1		0.75	0.0	0.0	0.0	0.0	0.0
1	12285702	12285702	1	FTH3	FTH1	NA	0.8	0.0	0.0	1.0	1.0
1	12318024	12318024	1	FTH2		0.0	0.0	NA	0.0	0.8333333333333334	0.0
1	12340004	12340004	1	FTH1		0.0	0.0	0.0	0.8888888888888888	0.0	0.0
1	12385285	12385285	1	FTH1		0.0	0.16666666666666666	0.0	1.0	0.0	0.0
1	12451338	12451338	1	FCH1,FCH3		1.0	0.0	1.0	NA	0.0	0.0
1	12497411	12497411	1	FTH1		0.0	0.0	0.0	1.0	0.0	0.0
1	12576115	12576115	1	FCH2		0.0	0.8571428571428571	0.0	0.25	0.0	0.0
1	12586667	12586667	1	FCH3		0.0	NA	1.0	0.0	0.0	0.0
1	12786257	12786257	1	FTH2		0.6666666666666666	0.0	0.0	0.0	1.0	0.0
1	12850388	12850388	1	FCH1,FCH3		1.0	0.0	1.0	0.0	0.0	0.0
1	12887024	12887024	1	FTH2,FTH3	FCH1	0.0	0.1111111111111111	0.3333333333333333	0.0	0.8571428571428571	0.8571428571428571
1	13009117	13009117	1	FCH1		1.0	0.0	0.0	0.0	0.0	0.0
1	13637975	13637975	1	FCH1		1.0	0.0	0.6666666666666666	0.0	0.0	0.0
1	13742755	13742755	1	FTH1		0.0	0.0	0.0	1.0	0.0	0.0
1	13891432	13891432	1	FTH2		0.0	0.0	0.0	0.0	1.0	0.5
1	14146395	14146395	1	FTH2		0.0	0.0	0.0	0.0	0.8888888888888888	0.5
1	14161403	14161403	1	FTH3		0.0	0.0	0.0	0.0	0.0	0.7
1	14237853	14237853	1	FTH1		0.0	0.0	0.0	1.0	0.0	NA
1	14277256	14277256	1	FCH3		0.0	0.4	0.8181818181818182	0.0	0.0	0.0
1	14390818	14390818	1	FTH3		0.0	0.0	0.0	0.25	0.0	0.5833333333333334
1	14442509	14442509	1	FCH1,FCH3		0.8	0.0	1.0	0.0	0.0	0.0
