#chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_MCNT1	methylation_level_MCNT2	methylation_level_MCNT3	methylation_level_MTNT1	methylation_level_MTNT2	methylation_level_MTNT3
1	11244568	11244748	12	MCNT3,MTNT3	MTNT1,MCNT2	0.4379310344827586	0.41646778042959426	0.5883280757097792	0.20822622107969152	0.5702479338842975	0.6078904991948471
1	21706556	21706640	10	MTNT3,MCNT1,MCNT3	MTNT1	0.5871647509578544	0.4919724770642202	0.6136567834681043	0.1968019680196802	0.4843137254901961	0.6188589540412044
1	22401738	22401763	3	MCNT2	MTNT1	0.23076923076923078	0.9310344827586207	0.6	0.08823529411764706	0.2857142857142857	0.8125
1	22514054	22514269	3	MCNT1	MCNT3,MTNT3	0.9166666666666666	1.0	0.0	0.9285714285714286	0.7647058823529411	0.0
1	26735673	26735766	3	MCNT1,MCNT2	MTNT1	0.8	0.9210526315789473	0.9318181818181818	0.4647887323943662	0.5	0.6
1	34210937	34211254	4	MTNT3	MTNT1,MCNT3	0.8620689655172413	0.7560975609756098	0.2982456140350877	0.6578947368421053	0.8387096774193549	0.9629629629629629
1	37923212	37923308	6	MCNT3	MTNT1	1.0	0.7142857142857143	0.9523809523809523	0.03278688524590164	1.0	0.5
1	39960753	39960868	3	MTNT3	MTNT1,MCNT3	0.5555555555555556	0.8571428571428571	0.2631578947368421	0.0	0.5555555555555556	0.9230769230769231
1	45741632	45741874	3	MTNT3	MCNT3,MTNT1	0.6666666666666666	0.6666666666666666	0.0	0.18181818181818182	0.8235294117647058	1.0
1	46713684	46713885	3	MTNT1	MCNT3	0.5	0.3333333333333333	0.34285714285714286	0.8333333333333334	0.32142857142857145	0.5
1	53816608	53816772	3	MTNT2	MTNT1	0.9	0.5	0.14285714285714285	0.0	0.8888888888888888	0.7058823529411765
1	57619375	57619377	3	MTNT3	MTNT1,MCNT3	1.0	0.8	0.3333333333333333	0.0	0.8333333333333334	1.0
1	101817164	101817353	3	MCNT3	MTNT1	0.5	0.3	1.0	0.0	1.0	0.9
1	103883841	103883855	3	MCNT3	MTNT1	0.36363636363636365	0.15384615384615385	0.8888888888888888	0.0	0.45454545454545453	0.6
10	9391427	9391431	3	MCNT3		0.0	0.2	1.0	0.0	0.4	0.0
10	9772497	9772685	3	MCNT3		0.2631578947368421	0.3333333333333333	0.8205128205128205	0.21212121212121213	0.4166666666666667	0.5
11	9497444	9497668	3	MTNT1	MCNT3	0.7777777777777778	0.6666666666666666	0.041666666666666664	1.0	0.5833333333333334	0.6666666666666666
13	15104092	15104337	4	MCNT3,MTNT3		0.0	0.5789473684210527	0.8125	0.03125	0.0	0.88
14	3496716	3496772	3	MTNT1	MTNT3	0.16	0.2	0.15151515151515152	0.9696969696969697	0.7297297297297297	0.1276595744680851
15	6828527	6828552	3	MCNT1	MCNT3	1.0	0.2857142857142857	0.037037037037037035	0.7333333333333333	0.4166666666666667	0.8260869565217391
