1	ensembl	gene	2419764	2694362	.	-	.	ID=gene:ENSTGUG00000005151;Name=DSCAM;biotype=protein_coding;description=DS cell adhesion molecule [Source:HGNC Symbol%3BAcc:HGNC:3039];gene_id=ENSTGUG00000005151;logic_name=ensembl;version=1	1	2624491	2624510	3	MTH1	MCH3	0.9	0.6521739130434783	0.08823529411764706	0.9183673469387755	0.2631578947368421	0.0
1	ensembl	gene	2419764	2694362	.	-	.	ID=gene:ENSTGUG00000005151;Name=DSCAM;biotype=protein_coding;description=DS cell adhesion molecule [Source:HGNC Symbol%3BAcc:HGNC:3039];gene_id=ENSTGUG00000005151;logic_name=ensembl;version=1	1	2684313	2684402	3	MTH1		0.0	0.23529411764705882	0.25	0.8679245283018868	0.17391304347826086	0.3888888888888889
1	ensembl	gene	5829328	5881858	.	+	.	ID=gene:ENSTGUG00000006169;biotype=protein_coding;description=amine oxidase [flavin-containing] B [Source:NCBI gene%3BAcc:100223232];gene_id=ENSTGUG00000006169;logic_name=ensembl;version=1	1	5880926	5881155	3	MTH1	MTH2	0.07692307692307693	0.1794871794871795	0.375	0.6739130434782609	0.0	0.18181818181818182
1	ensembl	gene	7959322	7967884	.	+	.	ID=gene:ENSTGUG00000006777;Name=DYNLT3;biotype=protein_coding;description=dynein light chain Tctex-type 3 [Source:HGNC Symbol%3BAcc:HGNC:11694];gene_id=ENSTGUG00000006777;logic_name=ensembl;version=1	1	7966197	7966240	4	MTH2	MCH2,MTH1	0.0	0.0	0.2558139534883721	0.0	0.5	0.045454545454545456
1	ensembl	gene	9152708	10150444	.	+	.	ID=gene:ENSTGUG00000006887;Name=DMD;biotype=protein_coding;description=dystrophin [Source:HGNC Symbol%3BAcc:HGNC:2928];gene_id=ENSTGUG00000006887;logic_name=ensembl;version=1	1	9749257	9749312	3	MCH1,MCH2		1.0	0.7142857142857143	0.0	0.021739130434782608	0.044444444444444446	0.25
1	ensembl	gene	10281061	10299852	.	+	.	ID=gene:ENSTGUG00000007013;Name=TAB3;biotype=protein_coding;description=TGF-beta activated kinase 1 (MAP3K7) binding protein 3 [Source:HGNC Symbol%3BAcc:HGNC:30681];gene_id=ENSTGUG00000007013;logic_name=ensembl;version=1	1	10296813	10297052	3	MCH1	MTH2	0.9047619047619048	0.5797101449275363	0.6530612244897959	0.631578947368421	0.2236842105263158	0.5882352941176471
1	ensembl	gene	10650160	10995131	.	-	.	ID=gene:ENSTGUG00000007085;Name=IL1RAPL1;biotype=protein_coding;description=interleukin 1 receptor accessory protein like 1 [Source:HGNC Symbol%3BAcc:HGNC:5996];gene_id=ENSTGUG00000007085;logic_name=ensembl;version=1	1	10994051	10994298	3	MCH1	MTH2	0.6551724137931034	0.4827586206896552	0.043478260869565216	0.11764705882352941	0.0	0.35294117647058826
1	ensembl	gene	13907681	14085129	.	-	.	ID=gene:ENSTGUG00000007450;biotype=protein_coding;description=connector enhancer of kinase suppressor of Ras 2 [Source:NCBI gene%3BAcc:100230795];gene_id=ENSTGUG00000007450;logic_name=ensembl;version=1	1	14014734	14014747	3	MTH2,MTH1		0.0	0.047619047619047616	0.15384615384615385	0.23076923076923078	0.7368421052631579	0.5454545454545454
1	ensembl	gene	14693977	14720526	.	+	.	ID=gene:ENSTGUG00000007538;Name=BCLAF3;biotype=protein_coding;description=BCLAF1 and THRAP3 family member 3 [Source:HGNC Symbol%3BAcc:HGNC:27413];gene_id=ENSTGUG00000007538;logic_name=ensembl;version=1	1	14709245	14709348	3	MCH2	MTH2	0.5714285714285714	0.6185567010309279	0.2	0.5714285714285714	0.15555555555555556	0.6578947368421053
1	ensembl	gene	14979801	15041472	.	+	.	ID=gene:ENSTGUG00000007599;Name=MAP3K15;biotype=protein_coding;description=mitogen-activated protein kinase kinase kinase 15 [Source:HGNC Symbol%3BAcc:HGNC:31689];gene_id=ENSTGUG00000007599;logic_name=ensembl;version=1	1	14984600	14984804	3	MTH2	MCH1,MCH2	0.1111111111111111	0.15151515151515152	0.6129032258064516	0.9130434782608695	0.9166666666666666	0.7142857142857143
1	ensembl	gene	15301549	15393269	.	-	.	ID=gene:ENSTGUG00000007769;Name=CDKL5;biotype=protein_coding;description=cyclin dependent kinase like 5 [Source:HGNC Symbol%3BAcc:HGNC:11411];gene_id=ENSTGUG00000007769;logic_name=ensembl;version=1	1	15332440	15332562	3	MCH2	MTH2	0.8571428571428571	0.828125	0.5151515151515151	0.4166666666666667	0.20634920634920634	0.56
1	ensembl	gene	17236794	17271279	.	-	.	ID=gene:ENSTGUG00000008126;Name=MOSPD2;biotype=protein_coding;description=motile sperm domain containing 2 [Source:HGNC Symbol%3BAcc:HGNC:28381];gene_id=ENSTGUG00000008126;logic_name=ensembl;version=1	1	17259869	17259934	3	MTH2	MCH2,MTH3,MCH1	0.5	0.21428571428571427	0.8636363636363636	0.7631578947368421	0.9696969696969697	0.6428571428571429
