#chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_FCNT1	methylation_level_FCNT2	methylation_level_FCNT3	methylation_level_FTNT1	methylation_level_FTNT2	methylation_level_FTNT3
1	47943340	47943412	3	FCNT3,FTNT1		0.07333333333333333	0.0390625	0.12352941176470589	0.07804878048780488	0.06832298136645963	0.025477707006369428
1	52942054	52942452	3	FTNT1	FTNT3	0.005747126436781609	0.0032679738562091504	0.010040160642570281	0.03941908713692946	0.006396588486140725	0.0072992700729927005
14	12085494	12085618	3	FCNT2		0.05555555555555555	0.15668202764976957	0.0297029702970297	0.025210084033613446	0.015873015873015872	0.05
14	12885779	12885960	3	FCNT1,FCNT3		0.20108695652173914	0.07662835249042145	0.05397727272727273	0.09090909090909091	0.10526315789473684	0.04980842911877394
1_random	265096	265275	3	FCNT2		0.016347237880496055	0.023530831422710268	0.016424038820455393	0.017099056603773585	0.016263835554551614	0.017579250720461095
1_random	273231	273519	3	FCNT3	FTNT1	0.02471365184191518	0.028984242000960322	0.02802947326496067	0.010978851265457067	0.027188510661623637	0.027046937486844874
1_random	273848	274278	13	FCNT2,FCNT3,FTNT3,FTNT2	FTNT1	0.037324496380919156	0.04879293721761158	0.042721082175393395	0.020014622555291538	0.04461677913183604	0.039437969024429184
3	81722143	81722455	3	FCNT3		0.03873239436619718	0.02471368294153104	0.02490986561783022	0.016260162601626018	0.015280135823429542	0.01899335232668566
6	9562550	9562627	3	FTNT1,FCNT1,FCNT3		0.11811023622047244	0.05084745762711865	0.08139534883720931	0.13178294573643412	0.022222222222222223	0.04054054054054054
Un	96204801	96204856	3	FCNT1	FTNT1,FCNT2,FTNT2	0.030346820809248554	0.01698754246885617	0.014755959137343927	0.01845151953690304	0.013333333333333334	0.0205761316872428
Un	107719700	107719984	4	FCNT2,FCNT3,FTNT1	FCNT1,FTNT2	0.008229166666666666	0.012533455186369868	0.010796221322537112	0.010516902164192453	0.008048511576626241	0.009215017064846417
Un	165519120	165519362	3	FTNT1,FCNT1	FCNT3,FCNT2	0.0371220818982013	0.04683462532299742	0.036169479848432655	0.040516940272441494	0.04225352112676056	0.04583020285499624
Z	55408016	55408168	3	FCNT2,FTNT1	FCNT1,FTNT2,FCNT3,FTNT3	0.020339439655172414	0.047805717563820634	0.023255813953488372	0.04240418654763737	0.018714602314700814	0.012152777777777778
Z	68858811	68859066	3	FCNT2,FTNT1,FTNT3	FCNT1,FTNT2	0.020007215717143888	0.03181913334728909	0.0213323149107971	0.0231951871657754	0.020159273650598237	0.02252805767182764
