#chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_FCH1	methylation_level_FCH2	methylation_level_FCH3	methylation_level_FTH1	methylation_level_FTH2	methylation_level_FTH3
1	21706557	21706640	7	FCH3	FCH2	0.44331210191082804	0.28793774319066145	0.664813343923749	0.4909090909090909	0.475482912332838	0.44246575342465755
1	46356768	46356840	3	FCH3,FCH1		1.0	0.0	1.0	0.0	0.0	0.0
1	87264562	87264787	3	FTH3,FCH2	FTH1	0.25	1.0	0.25	0.047619047619047616	0.72	0.75
10	12202248	12202342	3	FTH2		0.3888888888888889	0.0625	0.1875	0.5555555555555556	1.0	0.875
11	2693638	2693786	3	FTH2	FCH2	0.7777777777777778	0.0	0.9230769230769231	0.8666666666666667	0.9487179487179487	0.25806451612903225
12	7035904	7036091	3	FCH2	FTH1	0.13333333333333333	0.9545454545454546	0.25	0.13333333333333333	0.631578947368421	0.6875
13	16604112	16604180	3	FTH1		0.0	0.05	0.0	1.0	0.029411764705882353	0.0
14	3183810	3183823	3	FTH1	FTH2	1.0	0.8235294117647058	0.9	0.9642857142857143	0.0	0.23529411764705882
15	1736499	1736580	3	FTH2	FCH1,FTH1	0.10714285714285714	0.09375	0.18181818181818182	0.0	0.7777777777777778	0.7083333333333334
1A	46164803	46164854	4	FTH2		0.0	0.06666666666666667	0.0	0.05555555555555555	0.9354838709677419	0.4
1A	56763090	56763228	3	FCH1	FTH2	0.8947368421052632	0.7619047619047619	0.5263157894736842	0.7333333333333333	0.06060606060606061	0.34782608695652173
1_random	266208	266378	3	FTH2,FTH3,FCH2,FTH1	FCH3	0.7587548638132295	0.8057553956834532	0.6624113475177305	0.8137931034482758	0.7777777777777778	0.7492260061919505
1_random	270314	270365	4	FCH3	FTH3,FTH1	0.45135135135135135	0.46530612244897956	0.6789667896678967	0.5122324159021406	0.5413870246085011	0.37467018469656993
1_random	273138	274659	153	FCH3,FTH1	FCH2,FTH3,FTH2,FCH1	0.4178611651479472	0.30879544428625993	0.5562231897562778	0.5128334018796935	0.43490491188421126	0.3902601569827714
1_random	281090	281554	36	FCH3	FTH3,FCH2,FTH2,FCH1	0.4329275103317324	0.37491678870989215	0.5616149237472767	0.48720623427624715	0.4319904700021659	0.3961597881262415
1_random	281835	282073	20	FCH3,FTH1	FTH3,FCH2	0.46107331821617537	0.3099801718440185	0.5554294975688817	0.5605736954531584	0.4450925691098149	0.38241601143674053
1_random	1014461	1014770	25	FCH3,FTH1	FTH3,FCH2	0.4965488391549885	0.4000697593303104	0.661562218504697	0.6279097246839183	0.4921197793538219	0.4684819897084048
1_random	1015128	1015377	14	FCH3	FTH3,FCH2	0.28563982277821215	0.1928363182007497	0.4357715594828997	0.3308879718783433	0.2577534532186604	0.24204497242257106
1_random	1016847	1017066	12	FCH3	FTH3,FCH2	0.325477448191792	0.1788805539526832	0.46647459402828706	0.36801305589555283	0.2828638497652582	0.23806552262090483
1_random	1017475	1018200	16	FCH3,FTH1	FTH3,FCH2,FCH1	0.2649168568633844	0.15217391304347827	0.37940178192617735	0.362983645791783	0.26707272056109266	0.2112323376855661
1_random	1018699	1018804	5	FCH3,FTH1	FTH3,FCH1,FTH2	0.24	0.13513513513513514	0.5918958031837916	0.4586894586894587	0.24728588661037396	0.24079320113314448
1_random	1019204	1019303	5	FCH3	FTH3,FCH2	0.40324449594438005	0.1860036832412523	0.5818965517241379	0.4847233691164327	0.3778135048231511	0.30327868852459017
2	39544574	39544696	3	FTH2	FCH2,FCH1	0.4166666666666667	0.4444444444444444	0.6111111111111112	0.9230769230769231	1.0	0.9166666666666666
2	44697065	44697096	4	FTH1	FCH1	0.0	1.0	0.6	1.0	0.9166666666666666	1.0
2	48897158	48897232	3	FTH2		0.0	0.0	0.0	0.0	0.92	0.0
2	76652667	76652830	3	FTH1	FCH3	0.25925925925925924	0.5263157894736842	0.3157894736842105	0.813953488372093	0.5555555555555556	0.5
2	92758078	92758175	3	FCH2		0.08571428571428572	0.717391304347826	0.05	0.3333333333333333	0.6153846153846154	0.037037037037037035
2	114767231	114767260	3	FCH2	FTH2	0.16666666666666666	1.0	0.0	0.7368421052631579	0.0	0.6428571428571429
2	127635403	127635427	3	FTH2	FCH2,FCH3	0.42857142857142855	0.55	0.4074074074074074	0.5384615384615384	1.0	0.8
2	141504129	141504164	3	FCH2	FTH2	0.9333333333333333	1.0	1.0	0.875	0.0	0.16666666666666666
3	33584534	33584715	3	FCH2	FTH2	0.8421052631578947	0.95	0.6153846153846154	0.375	0.03225806451612903	0.18181818181818182
3	71007257	71007266	3	FTH1	FCH2	0.5	0.0	0.625	1.0	0.16666666666666666	1.0
3	94155851	94156090	3	FTH2		0.0	0.0	0.23076923076923078	0.2857142857142857	0.92	0.0
3_random	773200	773656	6	FCH2,FCH1,FCH3,FTH2	FTH1	0.6032547699214366	0.5834124723013612	0.5822676896845694	0.3802622498274672	0.5487329434697856	0.5332182916307161
3_random	819278	819730	6	FTH1,FCH1	FCH3,FCH2,FTH2	0.6433915211970075	0.5727184779103515	0.5463917525773195	0.6597153260509765	0.5115033091711314	0.5336911150864639
3_random	821825	821841	3	FCH1,FCH2	FTH1	0.8577235772357723	0.855595667870036	0.7672634271099744	0.6181318681318682	0.7907407407407407	0.7630208333333334
3_random	822743	822788	4	FTH1,FCH2	FCH3,FTH3	0.19254658385093168	0.24410029498525074	0.15855572998430142	0.37948717948717947	0.17259414225941422	0.13312693498452013
3_random	829055	829309	7	FTH1	FCH1,FCH2,FCH3,FTH2,FTH3	0.6339764201500536	0.560392798690671	0.5995316159250585	0.7979710144927536	0.6160794941282746	0.612565445026178
3_random	897782	898033	15	FTH1	FTH2,FCH3,FTH3	0.6486486486486487	0.4079861111111111	0.29193899782135074	0.6920919798093101	0.25426621160409557	0.27788649706457924
3_random	903836	903956	3	FCH1	FTH1	0.7608695652173914	0.46296296296296297	0.5806451612903226	0.06	0.45	0.4583333333333333
3_random	904513	904738	4	FCH1,FCH2,FCH3,FTH2	FTH1	0.7578125	0.7073170731707317	0.75	0.15035799522673032	0.6090909090909091	0.5625
