N_unmapped	8278934	8278934	8278934
N_multimapping	4129105	4129105	4129105
N_noFeature	25676987	45290960	26018427
N_ambiguous	176012	10100	75190
ENSTGUG00000000041	65	0	65
ENSTGUG00000000042	1225	5	1423
ENSTGUG00000000045	0	202	1
ENSTGUG00000000046	4035	40	3995
ENSTGUG00000000052	0	0	0
ENSTGUG00000000054	1	0	1
ENSTGUG00000000055	3709	29	3680
ENSTGUG00000000066	1034	9	1025
ENSTGUG00000000073	188	3	185
ENSTGUG00000000081	232	5	327
ENSTGUG00000018208	0	0	0
ENSTGUG00000000087	6	0	6
ENSTGUG00000017779	0	0	0
ENSTGUG00000017666	0	0	0
ENSTGUG00000017795	0	0	0
ENSTGUG00000017727	0	0	0
ENSTGUG00000018467	0	0	0
ENSTGUG00000018215	0	0	0
ENSTGUG00000018405	0	0	0
ENSTGUG00000000090	111	2	109
ENSTGUG00000000093	385	479	6
ENSTGUG00000000094	24	0	24
ENSTGUG00000000097	107	2	105
ENSTGUG00000000106	379	2	377
ENSTGUG00000000108	358	2	356
ENSTGUG00000000109	412	9	403
ENSTGUG00000000110	672	20	652
ENSTGUG00000000111	429	427	2
ENSTGUG00000000112	4384	59	4325
ENSTGUG00000000119	1324	53	1271
ENSTGUG00000000144	594	1	593
ENSTGUG00000000149	79	1	78
ENSTGUG00000000150	1954	6	1948
ENSTGUG00000000157	20	2	18
ENSTGUG00000000164	3151	40	3111
ENSTGUG00000000173	39	0	39
ENSTGUG00000000174	436	2	434
ENSTGUG00000000185	0	0	0
ENSTGUG00000000186	115	3	112
ENSTGUG00000000188	6	3	3
ENSTGUG00000017669	0	0	0
ENSTGUG00000000207	0	0	0
ENSTGUG00000000210	43	2	41
ENSTGUG00000000211	1030	9	1021
ENSTGUG00000000219	254	25	229
ENSTGUG00000000221	844	6	838
ENSTGUG00000000222	2	0	2
ENSTGUG00000000223	13	13	0
ENSTGUG00000000225	3	0	3
ENSTGUG00000000229	5	1	4
ENSTGUG00000000233	3684	22	3662
ENSTGUG00000000236	668	11	657
ENSTGUG00000000246	344	11	333
ENSTGUG00000000247	93	5	88
ENSTGUG00000000248	3	1	2
ENSTGUG00000000249	0	0	0
ENSTGUG00000000253	2	0	2
ENSTGUG00000000254	1	0	1
ENSTGUG00000000256	0	0	0
ENSTGUG00000000258	1773	5	1768
ENSTGUG00000000260	50	10	40
ENSTGUG00000000261	437	6	431
ENSTGUG00000000266	49	2	47
ENSTGUG00000000271	41	1	40
ENSTGUG00000000272	1878	25	1853
ENSTGUG00000000276	1228	17	1211
ENSTGUG00000000282	25	0	25
ENSTGUG00000000283	142	0	142
ENSTGUG00000000285	31	0	31
ENSTGUG00000017808	0	0	0
ENSTGUG00000018195	0	0	0
ENSTGUG00000018037	0	0	0
ENSTGUG00000000290	17	0	17
ENSTGUG00000000306	975	9	966
ENSTGUG00000000332	1	0	1
ENSTGUG00000000342	273	9	264
ENSTGUG00000000347	351	0	351
ENSTGUG00000000353	132	0	132
ENSTGUG00000000355	0	0	0
ENSTGUG00000000359	353	11	342
ENSTGUG00000000364	3762	18	4157
ENSTGUG00000000373	0	412	1
ENSTGUG00000000374	474	3	471
ENSTGUG00000018051	0	0	0
ENSTGUG00000000377	51	1	50
ENSTGUG00000000391	1685	14	1671
ENSTGUG00000000397	12	0	12
ENSTGUG00000000402	399	5	394
ENSTGUG00000000409	88	3	85
ENSTGUG00000000420	42	2	40
ENSTGUG00000000423	823	3	820
ENSTGUG00000000430	2	0	2
ENSTGUG00000000439	0	0	0
ENSTGUG00000000447	1	0	1
ENSTGUG00000000449	0	0	0
ENSTGUG00000000452	0	0	0
ENSTGUG00000000455	1	1	0
ENSTGUG00000000456	0	0	0
ENSTGUG00000000458	1326	15	1311
ENSTGUG00000018546	0	0	0
ENSTGUG00000000460	1005	30	975
ENSTGUG00000000463	1726	12	1714
ENSTGUG00000000476	15	1	14
ENSTGUG00000000531	53	2	51
ENSTGUG00000000533	211	0	211
ENSTGUG00000000538	1016	6	1010
ENSTGUG00000000545	60	10	50
ENSTGUG00000000553	0	0	0
ENSTGUG00000000554	23	0	23
ENSTGUG00000000555	128	1	127
ENSTGUG00000000563	0	0	0
ENSTGUG00000000564	2678	11	2667
ENSTGUG00000000583	103	0	103
ENSTGUG00000000585	1231	3	1228
ENSTGUG00000000594	1366	12	1354
ENSTGUG00000000608	671	3	668
ENSTGUG00000000616	3940	55	3885
ENSTGUG00000000633	38	4	34
ENSTGUG00000000635	4069	23	4046
ENSTGUG00000000646	182	145	37
ENSTGUG00000000647	4748	31	4717
ENSTGUG00000000682	323	5	318
ENSTGUG00000000689	17	2	15
ENSTGUG00000000691	238	2	236
ENSTGUG00000000695	0	0	0
ENSTGUG00000018257	0	0	0
ENSTGUG00000000696	604	4	600
ENSTGUG00000000697	173	6	167
ENSTGUG00000000698	140	3	137
ENSTGUG00000000702	287	6	281
ENSTGUG00000000706	2	0	2
ENSTGUG00000000708	1230	7	1223
ENSTGUG00000000717	3558	18	3540
ENSTGUG00000000727	4239	29	4210
ENSTGUG00000017561	0	0	0
ENSTGUG00000000737	1273	16	1257
ENSTGUG00000000738	90	0	90
ENSTGUG00000000746	1913	9	1904
ENSTGUG00000000751	1019	11	1008
ENSTGUG00000000754	117	0	117
ENSTGUG00000000764	6045	76	5969
ENSTGUG00000000783	2360	10	2350
ENSTGUG00000000811	631	8	623
ENSTGUG00000000820	2397	20	2377
ENSTGUG00000000834	617	4	613
ENSTGUG00000000838	366	2	364
ENSTGUG00000000848	1955	19	1936
ENSTGUG00000000852	7372	61	7311
ENSTGUG00000000889	941	6	935
ENSTGUG00000000906	213	3	210
ENSTGUG00000000910	77	1	76
ENSTGUG00000000912	3	0	3
ENSTGUG00000000913	1560	4	1556
ENSTGUG00000000918	0	0	0
ENSTGUG00000000919	459	10	449
