N_unmapped	6455363	6455363	6455363
N_multimapping	3275870	3275870	3275870
N_noFeature	19802127	34813609	20097527
N_ambiguous	128277	9138	51675
ENSTGUG00000000041	42	0	42
ENSTGUG00000000042	890	2	1036
ENSTGUG00000000045	0	147	1
ENSTGUG00000000046	2810	31	2779
ENSTGUG00000000052	0	0	0
ENSTGUG00000000054	1	0	1
ENSTGUG00000000055	2335	19	2316
ENSTGUG00000000066	763	3	760
ENSTGUG00000000073	151	0	151
ENSTGUG00000000081	186	0	250
ENSTGUG00000018208	0	0	0
ENSTGUG00000000087	2	0	2
ENSTGUG00000017779	0	0	0
ENSTGUG00000017666	0	0	0
ENSTGUG00000017795	0	0	0
ENSTGUG00000017727	0	0	0
ENSTGUG00000018467	0	0	0
ENSTGUG00000018215	1	0	1
ENSTGUG00000018405	0	0	0
ENSTGUG00000000090	100	0	100
ENSTGUG00000000093	304	364	4
ENSTGUG00000000094	16	0	16
ENSTGUG00000000097	74	0	74
ENSTGUG00000000106	354	0	354
ENSTGUG00000000108	638	5	633
ENSTGUG00000000109	574	10	564
ENSTGUG00000000110	783	17	766
ENSTGUG00000000111	338	338	0
ENSTGUG00000000112	3134	24	3110
ENSTGUG00000000119	922	29	893
ENSTGUG00000000144	366	0	366
ENSTGUG00000000149	59	0	59
ENSTGUG00000000150	1163	4	1159
ENSTGUG00000000157	48	12	36
ENSTGUG00000000164	2409	24	2385
ENSTGUG00000000173	28	0	28
ENSTGUG00000000174	300	2	298
ENSTGUG00000000185	1	1	0
ENSTGUG00000000186	98	0	98
ENSTGUG00000000188	5	0	5
ENSTGUG00000017669	0	0	0
ENSTGUG00000000207	0	0	0
ENSTGUG00000000210	10	1	9
ENSTGUG00000000211	518	4	514
ENSTGUG00000000219	111	25	86
ENSTGUG00000000221	502	2	500
ENSTGUG00000000222	3	2	1
ENSTGUG00000000223	2	2	0
ENSTGUG00000000225	4	0	4
ENSTGUG00000000229	0	0	0
ENSTGUG00000000233	2494	14	2480
ENSTGUG00000000236	495	3	492
ENSTGUG00000000246	393	19	374
ENSTGUG00000000247	118	8	110
ENSTGUG00000000248	2	0	2
ENSTGUG00000000249	3	2	1
ENSTGUG00000000253	3	0	3
ENSTGUG00000000254	0	0	0
ENSTGUG00000000256	0	0	0
ENSTGUG00000000258	1099	0	1099
ENSTGUG00000000260	53	2	51
ENSTGUG00000000261	261	0	261
ENSTGUG00000000266	37	2	35
ENSTGUG00000000271	81	0	81
ENSTGUG00000000272	1256	18	1238
ENSTGUG00000000276	1131	8	1123
ENSTGUG00000000282	12	0	12
ENSTGUG00000000283	107	0	107
ENSTGUG00000000285	40	0	40
ENSTGUG00000017808	0	0	0
ENSTGUG00000018195	0	0	0
ENSTGUG00000018037	0	0	0
ENSTGUG00000000290	10	0	10
ENSTGUG00000000306	848	5	843
ENSTGUG00000000332	1	0	1
ENSTGUG00000000342	595	7	588
ENSTGUG00000000347	261	3	258
ENSTGUG00000000353	88	0	88
ENSTGUG00000000355	0	0	0
ENSTGUG00000000359	232	4	228
ENSTGUG00000000364	2434	10	2749
ENSTGUG00000000373	0	323	2
ENSTGUG00000000374	316	3	313
ENSTGUG00000018051	0	0	0
ENSTGUG00000000377	16	0	16
ENSTGUG00000000391	1345	9	1336
ENSTGUG00000000397	18	0	18
ENSTGUG00000000402	357	4	353
ENSTGUG00000000409	45	0	45
ENSTGUG00000000420	26	0	26
ENSTGUG00000000423	640	2	638
ENSTGUG00000000430	1	0	1
ENSTGUG00000000439	0	0	0
ENSTGUG00000000447	0	0	0
ENSTGUG00000000449	0	0	0
ENSTGUG00000000452	0	0	0
ENSTGUG00000000455	2	1	1
ENSTGUG00000000456	1	0	1
ENSTGUG00000000458	569	5	564
ENSTGUG00000018546	0	0	0
ENSTGUG00000000460	914	29	885
ENSTGUG00000000463	1410	5	1405
ENSTGUG00000000476	4	1	3
ENSTGUG00000000531	70	1	69
ENSTGUG00000000533	164	0	164
ENSTGUG00000000538	849	4	845
ENSTGUG00000000545	35	3	32
ENSTGUG00000000553	0	0	0
ENSTGUG00000000554	16	0	16
ENSTGUG00000000555	96	3	93
ENSTGUG00000000563	0	0	0
