N_unmapped	3345863	3345863	3345863
N_multimapping	1632293	1632293	1632293
N_noFeature	10345179	17757168	10462687
N_ambiguous	47239	2523	16716
ENSTGUG00000000041	36	1	35
ENSTGUG00000000042	465	4	534
ENSTGUG00000000045	0	72	1
ENSTGUG00000000046	1290	7	1283
ENSTGUG00000000052	0	0	0
ENSTGUG00000000054	0	0	0
ENSTGUG00000000055	1697	12	1685
ENSTGUG00000000066	521	2	519
ENSTGUG00000000073	88	0	88
ENSTGUG00000000081	101	1	145
ENSTGUG00000018208	0	0	0
ENSTGUG00000000087	2	0	2
ENSTGUG00000017779	0	0	0
ENSTGUG00000017666	0	0	0
ENSTGUG00000017795	0	0	0
ENSTGUG00000017727	0	0	0
ENSTGUG00000018467	0	0	0
ENSTGUG00000018215	0	0	0
ENSTGUG00000018405	0	0	0
ENSTGUG00000000090	42	1	41
ENSTGUG00000000093	198	242	1
ENSTGUG00000000094	5	1	4
ENSTGUG00000000097	28	0	28
ENSTGUG00000000106	152	1	151
ENSTGUG00000000108	147	0	147
ENSTGUG00000000109	168	1	167
ENSTGUG00000000110	207	3	204
ENSTGUG00000000111	159	159	0
ENSTGUG00000000112	1865	11	1854
ENSTGUG00000000119	542	9	533
ENSTGUG00000000144	147	3	144
ENSTGUG00000000149	55	0	55
ENSTGUG00000000150	672	3	669
ENSTGUG00000000157	14	2	12
ENSTGUG00000000164	1151	9	1142
ENSTGUG00000000173	29	0	29
ENSTGUG00000000174	158	1	157
ENSTGUG00000000185	0	0	0
ENSTGUG00000000186	56	1	55
ENSTGUG00000000188	3	1	2
ENSTGUG00000017669	0	0	0
ENSTGUG00000000207	0	0	0
ENSTGUG00000000210	3	1	2
ENSTGUG00000000211	368	2	366
ENSTGUG00000000219	87	9	78
ENSTGUG00000000221	331	4	327
ENSTGUG00000000222	1	1	0
ENSTGUG00000000223	1	1	0
ENSTGUG00000000225	34	1	33
ENSTGUG00000000229	1	0	1
ENSTGUG00000000233	1571	9	1562
ENSTGUG00000000236	216	2	214
ENSTGUG00000000246	67	11	56
