N_unmapped	4007149	4007149	4007149
N_multimapping	2340769	2340769	2340769
N_noFeature	14256853	25287775	14421342
N_ambiguous	84487	6113	33184
ENSTGUG00000000041	35	2	33
ENSTGUG00000000042	590	0	686
ENSTGUG00000000045	0	96	0
ENSTGUG00000000046	1650	13	1637
ENSTGUG00000000052	0	0	0
ENSTGUG00000000054	1	0	1
ENSTGUG00000000055	1036	5	1031
ENSTGUG00000000066	455	2	453
ENSTGUG00000000073	76	0	76
ENSTGUG00000000081	108	3	137
ENSTGUG00000018208	0	0	0
ENSTGUG00000000087	1	0	1
ENSTGUG00000017779	0	0	0
ENSTGUG00000017666	0	0	0
ENSTGUG00000017795	0	0	0
ENSTGUG00000017727	0	0	0
ENSTGUG00000018467	0	0	0
ENSTGUG00000018215	0	0	0
ENSTGUG00000018405	0	0	0
ENSTGUG00000000090	77	0	77
ENSTGUG00000000093	162	194	0
ENSTGUG00000000094	17	0	17
ENSTGUG00000000097	44	0	44
ENSTGUG00000000106	287	0	287
ENSTGUG00000000108	219	2	217
ENSTGUG00000000109	267	2	265
ENSTGUG00000000110	340	15	325
ENSTGUG00000000111	159	159	0
ENSTGUG00000000112	1340	5	1335
ENSTGUG00000000119	430	8	422
ENSTGUG00000000144	334	0	334
ENSTGUG00000000149	43	0	43
ENSTGUG00000000150	624	1	623
ENSTGUG00000000157	67	1	66
ENSTGUG00000000164	927	8	919
ENSTGUG00000000173	7	0	7
ENSTGUG00000000174	168	0	168
ENSTGUG00000000185	1	1	0
ENSTGUG00000000186	51	0	51
ENSTGUG00000000188	3	0	3
ENSTGUG00000017669	0	0	0
ENSTGUG00000000207	0	0	0
ENSTGUG00000000210	10	3	7
ENSTGUG00000000211	360	3	358
ENSTGUG00000000219	110	31	80
ENSTGUG00000000221	539	5	534
ENSTGUG00000000222	0	0	0
ENSTGUG00000000223	2	2	0
ENSTGUG00000000225	2	0	2
ENSTGUG00000000229	2	1	1
ENSTGUG00000000233	2138	11	2127
ENSTGUG00000000236	537	3	534
ENSTGUG00000000246	149	2	147
ENSTGUG00000000247	99	5	94
ENSTGUG00000000248	5	0	5
ENSTGUG00000000249	12	2	10
ENSTGUG00000000253	3	0	3
ENSTGUG00000000254	0	0	0
ENSTGUG00000000256	0	0	0
ENSTGUG00000000258	1492	3	1489
ENSTGUG00000000260	91	15	76
ENSTGUG00000000261	131	1	130
ENSTGUG00000000266	13	0	13
ENSTGUG00000000271	38	0	38
ENSTGUG00000000272	595	9	586
ENSTGUG00000000276	959	9	950
ENSTGUG00000000282	6	0	6
ENSTGUG00000000283	84	1	83
ENSTGUG00000000285	35	0	35
ENSTGUG00000017808	1	0	1
ENSTGUG00000018195	0	0	0
ENSTGUG00000018037	0	0	0
ENSTGUG00000000290	30	0	30
ENSTGUG00000000306	760	3	757
ENSTGUG00000000332	0	0	0
ENSTGUG00000000342	119	3	116
ENSTGUG00000000347	153	0	153
ENSTGUG00000000353	61	0	61
ENSTGUG00000000355	0	0	0
ENSTGUG00000000359	161	3	158
ENSTGUG00000000364	1455	5	1657
ENSTGUG00000000373	0	207	0
