ENSTGUG00000000041	88
ENSTGUG00000000042	983
ENSTGUG00000000045	0
ENSTGUG00000000046	2928
ENSTGUG00000000052	0
ENSTGUG00000000054	1
ENSTGUG00000000055	2573
ENSTGUG00000000066	647
ENSTGUG00000000073	120
ENSTGUG00000000081	207
ENSTGUG00000018208	0
ENSTGUG00000000087	1
ENSTGUG00000017779	0
ENSTGUG00000017666	0
ENSTGUG00000017795	0
ENSTGUG00000017727	0
ENSTGUG00000018467	0
ENSTGUG00000018215	0
ENSTGUG00000018405	0
ENSTGUG00000000090	98
ENSTGUG00000000093	3
ENSTGUG00000000094	16
ENSTGUG00000000097	54
ENSTGUG00000000106	328
ENSTGUG00000000108	425
ENSTGUG00000000109	418
ENSTGUG00000000110	567
ENSTGUG00000000111	0
ENSTGUG00000000112	3373
ENSTGUG00000000119	886
ENSTGUG00000000144	238
ENSTGUG00000000149	57
ENSTGUG00000000150	1155
ENSTGUG00000000157	3
ENSTGUG00000000164	1961
ENSTGUG00000000173	17
ENSTGUG00000000174	202
ENSTGUG00000000185	0
ENSTGUG00000000186	95
ENSTGUG00000000188	3
ENSTGUG00000017669	0
ENSTGUG00000000207	4
ENSTGUG00000000210	28
ENSTGUG00000000211	734
ENSTGUG00000000219	198
ENSTGUG00000000221	847
ENSTGUG00000000222	1
ENSTGUG00000000223	0
ENSTGUG00000000225	68
ENSTGUG00000000229	1
ENSTGUG00000000233	3735
ENSTGUG00000000236	582
ENSTGUG00000000246	220
ENSTGUG00000000247	69
ENSTGUG00000000248	5
ENSTGUG00000000249	3
ENSTGUG00000000253	3
ENSTGUG00000000254	0
ENSTGUG00000000256	0
ENSTGUG00000000258	1255
ENSTGUG00000000260	20
ENSTGUG00000000261	94
ENSTGUG00000000266	8
ENSTGUG00000000271	60
ENSTGUG00000000272	1806
ENSTGUG00000000276	1967
ENSTGUG00000000282	37
ENSTGUG00000000283	174
ENSTGUG00000000285	106
ENSTGUG00000017808	1
ENSTGUG00000018195	0
ENSTGUG00000018037	0
ENSTGUG00000000290	9
ENSTGUG00000000306	910
ENSTGUG00000000332	0
ENSTGUG00000000342	353
ENSTGUG00000000347	248
ENSTGUG00000000353	105
ENSTGUG00000000355	0
ENSTGUG00000000359	1189
ENSTGUG00000000364	4709
ENSTGUG00000000373	0
ENSTGUG00000000374	271
ENSTGUG00000018051	0
ENSTGUG00000000377	14
ENSTGUG00000000391	1550
ENSTGUG00000000397	13
ENSTGUG00000000402	379
ENSTGUG00000000409	83
ENSTGUG00000000420	15
ENSTGUG00000000423	589
ENSTGUG00000000430	1
ENSTGUG00000000439	1
ENSTGUG00000000447	0
ENSTGUG00000000449	0
ENSTGUG00000000452	0
ENSTGUG00000000455	0
ENSTGUG00000000456	0
ENSTGUG00000000458	645
ENSTGUG00000018546	0
ENSTGUG00000000460	898
ENSTGUG00000000463	1478
ENSTGUG00000000476	7
ENSTGUG00000000531	2
ENSTGUG00000000533	16
ENSTGUG00000000538	499
ENSTGUG00000000545	64
ENSTGUG00000000553	0
ENSTGUG00000000554	21
ENSTGUG00000000555	87
ENSTGUG00000000563	0
ENSTGUG00000000564	1909
ENSTGUG00000000583	219
ENSTGUG00000000585	1688
ENSTGUG00000000594	1040
ENSTGUG00000000608	896
ENSTGUG00000000616	3551
ENSTGUG00000000633	52
ENSTGUG00000000635	3350
ENSTGUG00000000646	10
ENSTGUG00000000647	2812
ENSTGUG00000000682	254
ENSTGUG00000000689	2
ENSTGUG00000000691	171
ENSTGUG00000000695	0
ENSTGUG00000018257	0
ENSTGUG00000000696	389
ENSTGUG00000000697	15
ENSTGUG00000000698	105
ENSTGUG00000000702	216
ENSTGUG00000000706	0
ENSTGUG00000000708	883
ENSTGUG00000000717	4274
ENSTGUG00000000727	3925
ENSTGUG00000017561	3
ENSTGUG00000000737	1142
ENSTGUG00000000738	57
ENSTGUG00000000746	942
ENSTGUG00000000751	716
ENSTGUG00000000754	152
ENSTGUG00000000764	3018
ENSTGUG00000000783	1918
ENSTGUG00000000811	648
ENSTGUG00000000820	2422
ENSTGUG00000000834	878
ENSTGUG00000000838	350
ENSTGUG00000000848	1161
ENSTGUG00000000852	9752
ENSTGUG00000000889	1232
ENSTGUG00000000906	213
ENSTGUG00000000910	30
ENSTGUG00000000912	1
ENSTGUG00000000913	1360
ENSTGUG00000000918	0
ENSTGUG00000000919	364
ENSTGUG00000000924	2075
ENSTGUG00000000932	647
ENSTGUG00000000947	226
ENSTGUG00000000968	708
ENSTGUG00000000995	855
ENSTGUG00000000998	8989
ENSTGUG00000001011	2310
ENSTGUG00000001020	2106
ENSTGUG00000001026	482
ENSTGUG00000001028	127
ENSTGUG00000001045	0
ENSTGUG00000001046	3003
ENSTGUG00000001048	650
ENSTGUG00000001055	18
ENSTGUG00000001062	370
ENSTGUG00000001068	2147
ENSTGUG00000001077	164
ENSTGUG00000001078	598
ENSTGUG00000001094	355
ENSTGUG00000001101	64
ENSTGUG00000001105	1151
ENSTGUG00000001110	0
ENSTGUG00000001111	0
ENSTGUG00000001113	3
ENSTGUG00000001114	3098
ENSTGUG00000001123	13
ENSTGUG00000001127	1199
ENSTGUG00000001133	4727
ENSTGUG00000001136	189
ENSTGUG00000001139	89
ENSTGUG00000001140	21
ENSTGUG00000001147	1
ENSTGUG00000001148	7103
ENSTGUG00000001156	35
ENSTGUG00000001161	3561
ENSTGUG00000001163	147
ENSTGUG00000001164	139
ENSTGUG00000001166	314
ENSTGUG00000001167	6735
ENSTGUG00000001172	456
ENSTGUG00000001179	240
ENSTGUG00000001180	0
ENSTGUG00000001181	45
ENSTGUG00000001182	93
ENSTGUG00000001191	1274
